row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R00139,S00139,Ayşegül Kılıçoğlu,Pharmacist,Eczacı,Samsun,Samsun,Gaziantep,Gaziantep,forestry,ormanlar,consulting,strateji,turkish_like,medium,2980,low,low,low,low,low,low,B
R00140,S00140,Serpil Mumcuoğlu,Environmental engineer,Çevre mühendisi,Cincinnati,Cincinnati,Houston,Houston,anthropology,antropoloji,biotech,biyoloji,turkish_like,common,4668,low,low,low,low,low,low,B
R00141,S00141,Melisandra Charles,Purchasing specialist,Satın alma uzmanı,Albuquerque,Albuquerque,Oklahoma City,Oklahoma City,music,müzik,retail,perakende,english_like,medium,4201,low,low,low,low,low,low,B
R00142,S00142,Renie Flores,Fashion designer,Moda tasarımcısı,Istanbul,İstanbul,Honolulu,Honolulu,philosophy,felsefe,entertainment,eğlence,english_like,medium,1581,medium,medium,low,low,medium,medium,B
R00143,S00143,Ayşen Özdemirkıran,Firefighter,İtfaiyeci,Bursa,Bursa,Gaziantep,Gaziantep,music,müzik,fabrication,imalat,turkish_like,common,1245,medium,medium,low,low,medium,medium,B
R00144,S00144,Yahya Tüfenk,Tattoo artist,Dövme sanatçısı,Arlington,Arlington,Phoenix,Phoenix,animal care,hayvan,research,bilim,turkish_like,medium,1599,medium,medium,low,low,medium,medium,B
R00145,S00145,Robby Wade,Content creator,İçerik üreticisi,Seattle,Seattle,Reno,Reno,biology,biyoloji,investment,yatirim,english_like,medium,1488,medium,medium,low,low,medium,medium,B
R00146,S00146,Roch Gunn,Astronomer,Astronom,Oklahoma City,Oklahoma City,Bursa,Bursa,anthropology,antropoloji,research,bilim,english_like,rare,3265,low,low,low,low,low,low,A
R00147,S00147,Deram Varol,Actuary,Aktüer,Fremont,Fremont,Atlanta,Atlanta,construction,inşaat,waste,atık,turkish_like,rare,4008,low,low,low,low,low,low,A
R00148,S00148,Cemil Başer,Social worker,Sosyal hizmet uzmanı,Baltimore,Baltimore,St. Paul,St. Paul,geography,coğrafya,property,emlak,turkish_like,medium,4581,low,low,low,low,low,low,B
R00149,S00149,Ezgi Sertkaya,Chef,Şef aşçı,Nashville-Davidson,Nashville-Davidson,Riverside,Riverside,law,hukuk,banking,finans,turkish_like,common,213,high,high,medium,medium,high,high,B
R00150,S00150,Aslı Karpuz,Data scientist,Veri bilimci,Konya,Konya,Sanliurfa,Şanlıurfa,economics,ekonomi,law,hukuk,turkish_like,medium,649,medium,medium,low,low,medium,medium,B
R00151,S00151,Bobbye Hartman,Machinery technician,Makine teknisyeni,Dallas,Dallas,Richmond,Richmond,business,işletme,gaming,oyun,english_like,common,4374,low,low,low,low,low,low,B
R00152,S00152,Bilge Nizam,Copywriter,Metin yazarı,Aydin,Aydın,Adana,Adana,construction,inşaat,energy,enerji,turkish_like,common,4738,low,low,low,low,low,low,B
R00153,S00153,Şadi Yenidünya,Nurse,Hemşire,Detroit,Detroit,Ankara,Ankara,cultural analysis,sosyal,gaming,oyun,turkish_like,rare,1561,medium,medium,low,low,medium,medium,B
R00154,S00154,Nezih Servet,Astronaut,Astronot,Tekirdag,Tekirdağ,Eskisehir,Eskişehir,diplomacy,diplomasi,railways,demiryolu,turkish_like,medium,1707,medium,medium,low,low,medium,medium,A
R00155,S00155,Rasim Dumlu,Company executive (CEO),Şirket yöneticisi (CEO),New York,New York,Malatya,Malatya,accounting,muhasebe,logistics,lojistik,turkish_like,medium,881,medium,medium,low,low,medium,medium,B
R00156,S00156,Leilah Abraham,Museum curator,Müze küratörü,Kayseri,Kayseri,Phoenix,Phoenix,ecology,ekoloji,healthcare,tıp,english_like,rare,3602,low,low,low,low,low,low,A
R00157,S00157,Ümit Taş,Sales representative,Satış temsilcisi,Indianapolis,Indianapolis,Nashville-Davidson,Nashville-Davidson,computing,bilişim,trade,ticaret,turkish_like,common,2949,low,low,low,low,low,low,B
R00158,S00158,Cheri Pruitt,Laundry worker,Çamaşırhane görevlisi,Adana,Adana,Samsun,Samsun,literature,edebiyat,hotels,otel,english_like,common,4943,low,low,low,low,low,low,B
R00159,S00159,Gülhanım Zeyli,Elevator technician,Asansör teknisyeni,Detroit,Detroit,San Jose,San Jose,pharmacy,ilaç,investment,yatirim,turkish_like,medium,4964,low,low,low,low,low,low,A
R00160,S00160,Beyza Büyükcam,Barista,Barista,Izmir,İzmir,Adana,Adana,tourism,turizm,healthcare,tıp,turkish_like,common,4117,low,low,low,low,low,low,B
R00161,S00161,Robinet Webber,Judge,Hâkim,Kansas City,Kansas City,Phoenix,Phoenix,nursing,hemşirelik,media,medya,english_like,rare,2268,low,low,low,low,low,low,A
R00162,S00162,Dniren Weber,Television presenter,Televizyon sunucusu,El Paso,El Paso,Indianapolis,Indianapolis,physics,fizik,logistics,lojistik,english_like,medium,183,high,high,medium,medium,high,high,A
R00163,S00163,Gökhan Kurtuluş,Music producer,Müzik yapımcısı,New York,New York,San Francisco,San Francisco,physics,fizik,security,güvenlik,turkish_like,common,1096,medium,medium,low,low,medium,medium,B
R00164,S00164,Deloria Whitehead,Editor,Editör,Adana,Adana,Afyonkarahisar,Afyonkarahisar,software,programlama,communications,telekom,english_like,common,3688,low,low,low,low,low,low,A
R00165,S00165,Adnan Özçelik,Truck driver,Kamyon şoförü,Kayseri,Kayseri,Izmir,İzmir,governance,kamu,tourism,turizm,turkish_like,medium,3805,low,low,low,low,low,low,A
R00166,S00166,Başak Utlu,Video game developer,Video oyunu geliştiricisi,Sakarya,Sakarya,Istanbul,İstanbul,social care,bakım,arts,sanat,turkish_like,medium,2861,low,low,low,low,low,low,B
R00167,S00167,Ofelia Pace,Certified public accountant,Mali müşavir,Istanbul,İstanbul,Kocaeli,Kocaeli,teaching,didaktik,welfare,refah,english_like,rare,2614,low,low,low,low,low,low,B
R00168,S00168,Vivienne Huffman,Civil engineer,İnşaat mühendisi,Greensboro,Greensboro,Jersey City,Jersey City,communication,medya,railways,demiryolu,english_like,rare,3232,low,low,low,low,low,low,B
R00169,S00169,İrfan Göde,Tour guide,Turist rehberi,Lubbock,Lubbock,Ankara,Ankara,pharmacy,ilaç,automotive,otomotiv,turkish_like,rare,3360,low,low,low,low,low,low,B
R00170,S00170,Seçil Canbaz,Electrical and electronics engineer,Elektrik-elektronik mühendisi,Aydin,Aydın,Norfolk,Norfolk,design,dizayn,waste,atık,turkish_like,medium,1004,medium,medium,low,low,medium,medium,B
R00171,S00171,Bertine Locke,Pastry chef,Pastacı,Tekirdag,Tekirdağ,Aydin,Aydın,marketing,pazarlama,groceries,gıda,english_like,medium,2705,low,low,low,low,low,low,B
R00172,S00172,Abbie Browning,Social media influencer,Sosyal medya fenomeni,Atlanta,Atlanta,Fort Worth,Fort Worth,management,yönetim,catering,yemek,english_like,medium,17,high,high,medium,medium,high,high,B
R00173,S00173,Semih Sabaz,Product designer,Ürün tasarımcısı,Norfolk,Norfolk,Pittsburgh,Pittsburgh,theatre,tiyatro,welfare,refah,turkish_like,medium,3169,low,low,low,low,low,low,B
R00174,S00174,Başak Dilek,Physiotherapist,Fizyoterapist,Mersin,Mersin,Sanliurfa,Şanlıurfa,data analytics,veri bilimi,groceries,gıda,turkish_like,common,1129,medium,medium,low,low,medium,medium,B
R00175,S00175,Bedri Orak,Urban planner,Şehir plancısı,Konya,Konya,Kocaeli,Kocaeli,design,dizayn,biotech,biyoloji,turkish_like,rare,4333,low,low,low,low,low,low,A
R00176,S00176,Maggie Montes,Oil rig worker,Petrol platformu işçisi,Baltimore,Baltimore,Boise City,Boise City,quantitative methods,matematik,timber,orman,english_like,medium,4908,low,low,low,low,low,low,B
R00177,S00177,Hasibe Avcı,Office manager,Ofis yöneticisi,Detroit,Detroit,Pittsburgh,Pittsburgh,media studies,basın,infrastructure,altyapı,turkish_like,common,4379,low,low,low,low,low,low,B
R00178,S00178,Biddie Phelps,Security guard,Özel güvenlik görevlisi,Tampa,Tampa,Phoenix,Phoenix,electricity,elektrik,pharmaceuticals,ilaç,english_like,common,4682,low,low,low,low,low,low,B
R00179,S00179,Laura Horton,Barber,Berber,Istanbul,İstanbul,Ankara,Ankara,agriculture,tarım,law,hukuk,english_like,medium,3344,low,low,low,low,low,low,B
R00180,S00180,Beyza Demirkapı,Real estate agent,Emlak danışmanı,Henderson,Henderson,San Antonio,San Antonio,economics,ekonomi,textiles,tekstil,turkish_like,medium,3310,low,low,low,low,low,low,A
R00181,S00181,Orhan Eraslan,Speech therapist,Konuşma terapisti,Izmir,İzmir,Van,Van,governance,kamu,arts,sanat,turkish_like,common,4469,low,low,low,low,low,low,B
R00182,S00182,Desirae Lindsey,Ship captain,Gemi kaptanı,Bursa,Bursa,Aydin,Aydın,linguistics,dilbilim,electrical,elektrik,english_like,common,4057,low,low,low,low,low,low,B
R00183,S00183,Monique Milton,Football manager,Futbol teknik direktörü,Konya,Konya,Gaziantep,Gaziantep,statistics,istatistik,security,güvenlik,english_like,rare,722,medium,medium,low,low,medium,medium,A
R00184,S00184,Hasibe Çobanoğlu,Roofer,Çatı ustası,Richmond,Richmond,Albuquerque,Albuquerque,communication,medya,airlines,uçuş,turkish_like,common,4175,low,low,low,low,low,low,B
R00185,S00185,Nazım Önde,Singer,Şarkıcı,Konya,Konya,Tekirdag,Tekirdağ,teaching,didaktik,textiles,tekstil,turkish_like,common,46,high,high,medium,medium,high,high,B
R00186,S00186,Serdal Okulu,Audiologist,Odyolog,Istanbul,İstanbul,Sanliurfa,Şanlıurfa,politics,siyaset,fabrication,imalat,turkish_like,medium,4936,low,low,low,low,low,low,B
R00187,S00187,Remziye Kalkan,Electrician,Elektrikçi,Sacramento,Sacramento,Philadelphia,Philadelphia,social care,bakım,books,yayın,turkish_like,rare,4854,low,low,low,low,low,low,A
R00188,S00188,Berna Sevinç,Sports commentator,Spor yorumcusu,Eskisehir,Eskişehir,Samsun,Samsun,management,yönetim,farming,tarım,turkish_like,common,2292,low,low,low,low,low,low,B
R00189,S00189,Audrey Navarro,YouTuber,YouTuber,Istanbul,İstanbul,Afyonkarahisar,Afyonkarahisar,mechanics,mekanik,farming,tarım,english_like,common,369,high,high,medium,medium,high,high,B
R00190,S00190,Levent Çırakoğlu,Butcher,Kasap,Kayseri,Kayseri,Aydin,Aydın,exercise science,hareket,construction,inşaat,turkish_like,medium,3174,low,low,low,low,low,low,A
R00191,S00191,Cherida Kramer,Film producer,Sinema yapımcısı,Phoenix,Phoenix,Garland,Garland,architecture,mimarlık,academia,akademi,english_like,common,2776,low,low,low,low,low,low,A
R00192,S00192,Nari Mock,Miner,Madenci,Ankara,Ankara,Mugla,Muğla,film studies,sinema,fashion,moda,english_like,rare,4518,low,low,low,low,low,low,A
R00193,S00193,Tierney Sterling,Journalist,Gazeteci,Detroit,Detroit,Eskisehir,Eskişehir,exercise science,hareket,architecture,mimarlık,english_like,rare,1154,medium,medium,low,low,medium,medium,A
R00194,S00194,Hamdi Acar,Civil servant,Devlet memuru,Kayseri,Kayseri,Indianapolis,Indianapolis,medicine,tıp,airlines,uçuş,turkish_like,rare,2505,low,low,low,low,low,low,B
R00195,S00195,Güldehen Ekici,Accountant,Muhasebeci,Cleveland,Cleveland,Chula Vista,Chula Vista,agriculture,tarım,chemicals,kimya,turkish_like,common,2060,low,low,low,low,low,low,B
R00196,S00196,Ufuk Kuşku,Anthropologist,Antropolog,Samsun,Samsun,Antalya,Antalya,statistics,istatistik,accounting,muhasebe,turkish_like,common,3477,low,low,low,low,low,low,B
R00197,S00197,Kym Washington,Auto mechanic,Oto tamircisi,Milwaukee,Milwaukee,Chicago,Chicago,data analytics,veri bilimi,banking,finans,english_like,medium,4129,low,low,low,low,low,low,B
R00198,S00198,Rodina Higgins,Carpenter,Marangoz,San Bernardino,San Bernardino,Chesapeake,Chesapeake,dental studies,diş,electrical,elektrik,english_like,medium,4777,low,low,low,low,low,low,A
R00199,S00199,Semih Toktaş,Postal worker,Postacı,Fresno,Fresno,Hialeah,Hialeah,philosophy,felsefe,pharmaceuticals,ilaç,turkish_like,medium,3569,low,low,low,low,low,low,A
R00200,S00200,Zarife Önvermez,Chemist,Kimyager,Jacksonville,Jacksonville,Trabzon,Trabzon,archaeology,arkeoloji,extraction,maden,turkish_like,medium,1309,medium,medium,low,low,medium,medium,A
R00201,S00201,Denice Stout,Bartender,Barmen,Samsun,Samsun,Mersin,Mersin,medicine,tıp,software,teknoloji,english_like,medium,4376,low,low,low,low,low,low,A
R00202,S00202,Gülçin Çavdar,Nurse,Hemşire,New York,New York,Lubbock,Lubbock,film studies,sinema,healthcare,tıp,turkish_like,medium,1718,medium,medium,low,low,medium,medium,B
R00203,S00203,Gülşah Yavaşi,Graphic designer,Grafik tasarımcı,Denver,Denver,Hatay,Hatay,tourism,turizm,tourism,turizm,turkish_like,common,842,medium,medium,low,low,medium,medium,B
R00204,S00204,Bili Yoder,Dentist,Diş hekimi,Kocaeli,Kocaeli,Istanbul,İstanbul,business,işletme,accounting,muhasebe,english_like,medium,1106,medium,medium,low,low,medium,medium,B
R00205,S00205,Nihat Zeyli,Tour guide,Turist rehberi,Pittsburgh,Pittsburgh,Fresno,Fresno,fiscal studies,maliye,advertising,reklam,turkish_like,medium,2184,low,low,low,low,low,low,B
R00206,S00206,Catrina Alvarez,Entrepreneur,Girişimci,Detroit,Detroit,Miami,Miami,logistics,lojistik,timber,orman,english_like,common,105,high,high,medium,medium,high,high,B
R00207,S00207,Audi Allen,Basketball player,Basketbolcu,Trabzon,Trabzon,Izmir,İzmir,design,dizayn,books,yayın,english_like,common,532,medium,medium,low,low,medium,medium,B
R00208,S00208,Clerissa Kinney,Secretary,Sekreter,St. Louis,St. Louis,Memphis,Memphis,law,hukuk,catering,yemek,english_like,medium,3454,low,low,low,low,low,low,A
R00209,S00209,Rebbecca Mckinney,Accountant,Muhasebeci,Diyarbakir,Diyarbakır,Denizli,Denizli,animal care,hayvan,gaming,oyun,english_like,medium,3145,low,low,low,low,low,low,B
R00210,S00210,Salih Yazak,Photographer,Fotoğrafçı,Samsun,Samsun,Mardin,Mardin,teaching,didaktik,property,emlak,turkish_like,medium,575,medium,medium,low,low,medium,medium,B
R00211,S00211,Ada Quinn,Accountant,Muhasebeci,Glendale,Glendale,Columbus,Columbus,philosophy,felsefe,investment,yatirim,english_like,common,3691,low,low,low,low,low,low,B
R00212,S00212,Bell Culver,Flight attendant,Kabin memuru,San Antonio,San Antonio,Laredo,Laredo,software,programlama,extraction,maden,english_like,medium,3429,low,low,low,low,low,low,B
R00213,S00213,Anya Boyd,Social worker,Sosyal hizmet uzmanı,Antalya,Antalya,Ankara,Ankara,tourism,turizm,railways,demiryolu,english_like,common,3543,low,low,low,low,low,low,A
R00214,S00214,Ranique Nieves,Bartender,Barmen,Lubbock,Lubbock,New York,New York,business,işletme,consulting,strateji,english_like,rare,3220,low,low,low,low,low,low,A
R00215,S00215,Sybilla Grace,Academic,Akademisyen,Istanbul,İstanbul,Gaziantep,Gaziantep,biology,biyoloji,banking,finans,english_like,rare,3829,low,low,low,low,low,low,B
R00216,S00216,Esmeralda Karakurt,Carpenter,Marangoz,Diyarbakir,Diyarbakır,Ankara,Ankara,mechanics,mekanik,communications,telekom,turkish_like,medium,4707,low,low,low,low,low,low,B
R00217,S00217,Cherida Guerrero,Civil servant,Devlet memuru,Mesa,Mesa,Boston,Boston,archaeology,arkeoloji,research,bilim,english_like,common,2720,low,low,low,low,low,low,A
R00218,S00218,Aytaç Metineren,Truck driver,Kamyon şoförü,New York,New York,Albuquerque,Albuquerque,forestry,ormanlar,engineering,teknik,turkish_like,rare,4479,low,low,low,low,low,low,B
R00219,S00219,Charlean Crawford,Interior architect,İç mimar,Ankara,Ankara,Diyarbakir,Diyarbakır,social care,bakım,automotive,otomotiv,english_like,common,3843,low,low,low,low,low,low,B
R00220,S00220,Shalne Ferris,Photographer,Fotoğrafçı,Malatya,Malatya,San Diego,San Diego,management,yönetim,gaming,oyun,english_like,rare,1277,medium,medium,low,low,medium,medium,B
R00221,S00221,Süleyman Dincer,Film director,Film yönetmeni,Washington,Washington,Albuquerque,Albuquerque,communication,medya,waste,atık,turkish_like,common,1066,medium,medium,low,low,medium,medium,A
R00222,S00222,Bahattin Eser,Farmer,Çiftçi,Indianapolis,Indianapolis,Riverside,Riverside,media studies,basın,space,uzay,turkish_like,common,4296,low,low,low,low,low,low,B
R00223,S00223,Volkan Olpak,Garbage collector,Çöp toplama görevlisi,Kayseri,Kayseri,Konya,Konya,quantitative methods,matematik,recreation,egzersiz,turkish_like,common,4983,low,low,low,low,low,low,B
R00224,S00224,Scarlet Law,Customer service representative,Müşteri hizmetleri temsilcisi,Manisa,Manisa,Mersin,Mersin,politics,siyaset,infrastructure,altyapı,english_like,rare,3842,low,low,low,low,low,low,A
R00225,S00225,Barrie Rogers,Travel agent,Seyahat acentesi danışmanı,Sakarya,Sakarya,Hatay,Hatay,anthropology,antropoloji,retail,perakende,english_like,common,3811,low,low,low,low,low,low,A
R00226,S00226,Ersin Ertürk,Accountant,Muhasebeci,Bursa,Bursa,Diyarbakir,Diyarbakır,dental studies,diş,timber,orman,turkish_like,rare,2957,low,low,low,low,low,low,A
R00227,S00227,Audrey Foster,DJ,DJ,Oklahoma City,Oklahoma City,Dallas,Dallas,forestry,ormanlar,tourism,turizm,english_like,common,558,medium,medium,low,low,medium,medium,A
R00228,S00228,Bianca Buchanan,Pilot,Pilot,Izmir,İzmir,Bursa,Bursa,pharmacy,ilaç,airlines,uçuş,english_like,common,373,high,high,medium,medium,high,high,A
R00229,S00229,Serhat Erginel,Librarian,Kütüphaneci,Mardin,Mardin,Istanbul,İstanbul,construction,inşaat,investment,yatirim,turkish_like,common,4599,low,low,low,low,low,low,A
R00230,S00230,Ayşegül Topçu,Physicist,Fizikçi,Glendale,Glendale,Corpus Christi,Corpus Christi,chemistry,kimya,entertainment,eğlence,turkish_like,medium,2515,low,low,low,low,low,low,B
R00231,S00231,Mumun Asıg,Politician,Politikacı,Detroit,Detroit,Virginia Beach,Virginia Beach,computing,bilişim,insurance,sigorta,turkish_like,rare,109,high,high,medium,medium,high,high,B
R00232,S00232,Ardith Clements,Diplomat,Diplomat,San Diego,San Diego,Santa Ana,Santa Ana,cultural analysis,sosyal,chemicals,kimya,english_like,medium,1176,medium,medium,low,low,medium,medium,B
R00233,S00233,Bertina Carpenter,Emergency medical technician,Acil tıp teknisyeni,Stockton,Stockton,Winston-Salem,Winston-Salem,diplomacy,diplomasi,energy,enerji,english_like,common,2248,low,low,low,low,low,low,B
R00234,S00234,Yahya Bayram,Researcher,Araştırmacı,Bursa,Bursa,Tekirdag,Tekirdağ,theatre,tiyatro,pharmaceuticals,ilaç,turkish_like,common,1409,medium,medium,low,low,medium,medium,A
R00235,S00235,Öznur Yalçınkaya,Advertising professional,Reklamcı,Adana,Adana,Fresno,Fresno,psychology,psikoloji,research,bilim,turkish_like,common,1256,medium,medium,low,low,medium,medium,B
R00236,S00236,Charline Henson,Actor,Oyuncu,Diyarbakir,Diyarbakır,Bursa,Bursa,politics,siyaset,architecture,mimarlık,english_like,common,119,high,high,medium,medium,high,high,B
R00237,S00237,Cassandre Conner,Prosecutor,Savcı,Ankara,Ankara,Kayseri,Kayseri,architecture,mimarlık,textiles,tekstil,english_like,common,1662,medium,medium,low,low,medium,medium,A
R00238,S00238,Barbabra Mcbride,DJ,DJ,Houston,Houston,Colorado Springs,Colorado Springs,statistics,istatistik,biotech,biyoloji,english_like,common,662,medium,medium,low,low,medium,medium,B
R00239,S00239,İlknur Gözkaya,Artificial intelligence specialist,Yapay zekâ uzmanı,Los Angeles,Los Angeles,Fremont,Fremont,literature,edebiyat,maritime,deniz,turkish_like,common,586,medium,medium,low,low,medium,medium,B
R00240,S00240,İrfan Karademir,Veterinarian,Veteriner,Detroit,Detroit,Cincinnati,Cincinnati,geography,coğrafya,security,güvenlik,turkish_like,medium,461,high,high,medium,medium,high,high,B
R00241,S00241,Zeki Kırlangıç,Travel agent,Seyahat acentesi danışmanı,Reno,Reno,Jacksonville,Jacksonville,linguistics,dilbilim,catering,yemek,turkish_like,rare,1444,medium,medium,low,low,medium,medium,A
R00242,S00242,Raf Grayson,Tattoo artist,Dövme sanatçısı,Tucson,Tucson,Diyarbakir,Diyarbakır,geography,coğrafya,construction,inşaat,english_like,rare,2921,low,low,low,low,low,low,A
R00243,S00243,Selçuk Kurt,Economist,Ekonomist,Phoenix,Phoenix,Balikesir,Balıkesir,economics,ekonomi,electrical,elektrik,turkish_like,common,1616,medium,medium,low,low,medium,medium,A
