subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S00132,Barbara-Anne Cain,B02,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,entertainment,A,english_like,common,low,2026071101,2026071102,6
S00133,Romona Good,B02,forestry,ormanlar,ISCED-F 2013,0821 Forestry,government,kamu,NACE Rev. 2.1,O Public administration and defence,general,A,english_like,rare,low,2026071101,2026071102,6
S00134,Tessy Huffman,B02,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,A,english_like,rare,low,2026071101,2026071102,6
S00135,Chicky Roth,B02,animal care,hayvan,ISCED-F 2013,0841 Veterinary,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,A,english_like,common,medium,2026071101,2026071102,6
S00136,Halime Özdamar,B02,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,general,A,turkish_like,rare,low,2026071101,2026071102,6
S00137,Nonah Lott,B02,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,healthcare,A,english_like,rare,low,2026071101,2026071102,6
S00138,Kubilay Kottaş,B02,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,research,B,turkish_like,medium,low,2026071101,2026071102,6
S00139,Ayşegül Kılıçoğlu,B02,forestry,ormanlar,ISCED-F 2013,0821 Forestry,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,healthcare,B,turkish_like,medium,low,2026071101,2026071102,6
S00140,Serpil Mumcuoğlu,B02,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,engineering,B,turkish_like,common,low,2026071101,2026071102,6
S00141,Melisandra Charles,B02,music,müzik,ISCED-F 2013,0215 Music and performing arts,retail,perakende,NACE Rev. 2.1,G47 Retail trade,general,B,english_like,medium,low,2026071101,2026071102,6
S00142,Renie Flores,B02,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,english_like,medium,medium,2026071101,2026071102,6
S00143,Ayşen Özdemirkıran,B02,music,müzik,ISCED-F 2013,0215 Music and performing arts,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,public_service,B,turkish_like,common,medium,2026071101,2026071102,6
S00144,Yahya Tüfenk,B02,animal care,hayvan,ISCED-F 2013,0841 Veterinary,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,entertainment,B,turkish_like,medium,medium,2026071101,2026071102,6
S00145,Robby Wade,B02,biology,biyoloji,ISCED-F 2013,0511 Biology,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,general,B,english_like,medium,medium,2026071101,2026071102,6
S00146,Roch Gunn,B02,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,general,A,english_like,rare,low,2026071101,2026071102,6
S00147,Deram Varol,B02,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,turkish_like,rare,low,2026071101,2026071102,6
S00148,Cemil Başer,B02,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,property,emlak,NACE Rev. 2.1,L Real estate activities,manual_labor,B,turkish_like,medium,low,2026071101,2026071102,6
S00149,Ezgi Sertkaya,B02,law,hukuk,ISCED-F 2013,0421 Law,banking,finans,NACE Rev. 2.1,K64 Financial service activities,hospitality,B,turkish_like,common,high,2026071101,2026071102,6
S00150,Aslı Karpuz,B02,economics,ekonomi,ISCED-F 2013,0311 Economics,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,research,B,turkish_like,medium,medium,2026071101,2026071102,6
S00151,Bobbye Hartman,B02,business,işletme,ISCED-F 2013,0410 Business and administration,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,engineering,B,english_like,common,low,2026071101,2026071102,6
S00152,Bilge Nizam,B02,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,media,B,turkish_like,common,low,2026071101,2026071102,6
S00153,Şadi Yenidünya,B02,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,healthcare,B,turkish_like,rare,medium,2026071101,2026071102,6
S00154,Nezih Servet,B02,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,A,turkish_like,medium,medium,2026071101,2026071102,6
S00155,Rasim Dumlu,B02,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S00156,Leilah Abraham,B02,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,A,english_like,rare,low,2026071101,2026071102,6
S00157,Ümit Taş,B02,computing,bilişim,ISCED-F 2013,0613 Software and applications development,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,retail,B,turkish_like,common,low,2026071101,2026071102,6
S00158,Cheri Pruitt,B02,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,manual_labor,B,english_like,common,low,2026071101,2026071102,6
S00159,Gülhanım Zeyli,B02,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,engineering,A,turkish_like,medium,low,2026071101,2026071102,6
S00160,Beyza Büyükcam,B02,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,hospitality,B,turkish_like,common,low,2026071101,2026071102,6
S00161,Robinet Webber,B02,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,legal,A,english_like,rare,low,2026071101,2026071102,6
S00162,Dniren Weber,B02,physics,fizik,ISCED-F 2013,0533 Physics,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,entertainment,A,english_like,medium,high,2026071101,2026071102,6
S00163,Gökhan Kurtuluş,B02,physics,fizik,ISCED-F 2013,0533 Physics,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,B,turkish_like,common,medium,2026071101,2026071102,6
S00164,Deloria Whitehead,B02,software,programlama,ISCED-F 2013,0613 Software and applications development,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,media,A,english_like,common,low,2026071101,2026071102,6
S00165,Adnan Özçelik,B02,governance,kamu,ISCED-F 2013,0413 Management and administration,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,logistics,A,turkish_like,medium,low,2026071101,2026071102,6
S00166,Başak Utlu,B02,social care,bakım,ISCED-F 2013,0923 Social work and counselling,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,technology,B,turkish_like,medium,low,2026071101,2026071102,6
S00167,Ofelia Pace,B02,teaching,didaktik,ISCED-F 2013,0111 Education science,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,finance,B,english_like,rare,low,2026071101,2026071102,6
S00168,Vivienne Huffman,B02,communication,medya,ISCED-F 2013,0321 Journalism and reporting,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,engineering,B,english_like,rare,low,2026071101,2026071102,6
S00169,İrfan Göde,B02,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,general,B,turkish_like,rare,low,2026071101,2026071102,6
S00170,Seçil Canbaz,B02,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,engineering,B,turkish_like,medium,medium,2026071101,2026071102,6
S00171,Bertine Locke,B02,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,hospitality,B,english_like,medium,low,2026071101,2026071102,6
S00172,Abbie Browning,B02,management,yönetim,ISCED-F 2013,0413 Management and administration,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,media,B,english_like,medium,high,2026071101,2026071102,6
S00173,Semih Sabaz,B02,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,general,B,turkish_like,medium,low,2026071101,2026071102,6
S00174,Başak Dilek,B02,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,turkish_like,common,medium,2026071101,2026071102,6
S00175,Bedri Orak,B02,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,general,A,turkish_like,rare,low,2026071101,2026071102,6
S00176,Maggie Montes,B02,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,manual_labor,B,english_like,medium,low,2026071101,2026071102,6
S00177,Hasibe Avcı,B02,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,sports,B,turkish_like,common,low,2026071101,2026071102,6
S00178,Biddie Phelps,B02,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,B,english_like,common,low,2026071101,2026071102,6
S00179,Laura Horton,B02,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,general,B,english_like,medium,low,2026071101,2026071102,6
S00180,Beyza Demirkapı,B02,economics,ekonomi,ISCED-F 2013,0311 Economics,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,general,A,turkish_like,medium,low,2026071101,2026071102,6
S00181,Orhan Eraslan,B02,governance,kamu,ISCED-F 2013,0413 Management and administration,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,turkish_like,common,low,2026071101,2026071102,6
S00182,Desirae Lindsey,B02,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,B,english_like,common,low,2026071101,2026071102,6
S00183,Monique Milton,B02,statistics,istatistik,ISCED-F 2013,0542 Statistics,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,sports,A,english_like,rare,medium,2026071101,2026071102,6
S00184,Hasibe Çobanoğlu,B02,communication,medya,ISCED-F 2013,0321 Journalism and reporting,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,general,B,turkish_like,common,low,2026071101,2026071102,6
S00185,Nazım Önde,B02,teaching,didaktik,ISCED-F 2013,0111 Education science,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S00186,Serdal Okulu,B02,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,B,turkish_like,medium,low,2026071101,2026071102,6
S00187,Remziye Kalkan,B02,social care,bakım,ISCED-F 2013,0923 Social work and counselling,books,yayın,NACE Rev. 2.1,J58 Publishing activities,general,A,turkish_like,rare,low,2026071101,2026071102,6
S00188,Berna Sevinç,B02,management,yönetim,ISCED-F 2013,0413 Management and administration,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,sports,B,turkish_like,common,low,2026071101,2026071102,6
S00189,Audrey Navarro,B02,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,english_like,common,high,2026071101,2026071102,6
S00190,Levent Çırakoğlu,B02,exercise science,hareket,ISCED-F 2013,1014 Sports,construction,inşaat,NACE Rev. 2.1,F Construction,general,A,turkish_like,medium,low,2026071101,2026071102,6
S00191,Cherida Kramer,B02,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,academia,akademi,NACE Rev. 2.1,P Education,entertainment,A,english_like,common,low,2026071101,2026071102,6
S00192,Nari Mock,B02,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,english_like,rare,low,2026071101,2026071102,6
S00193,Tierney Sterling,B02,exercise science,hareket,ISCED-F 2013,1014 Sports,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,media,A,english_like,rare,medium,2026071101,2026071102,6
S00194,Hamdi Acar,B02,medicine,tıp,ISCED-F 2013,0912 Medicine,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,engineering,B,turkish_like,rare,low,2026071101,2026071102,6
S00195,Güldehen Ekici,B02,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,finance,B,turkish_like,common,low,2026071101,2026071102,6
S00196,Ufuk Kuşku,B02,statistics,istatistik,ISCED-F 2013,0542 Statistics,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S00197,Kym Washington,B02,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,banking,finans,NACE Rev. 2.1,K64 Financial service activities,engineering,B,english_like,medium,low,2026071101,2026071102,6
S00198,Rodina Higgins,B02,dental studies,diş,ISCED-F 2013,0911 Dental studies,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,construction,A,english_like,medium,low,2026071101,2026071102,6
S00199,Semih Toktaş,B02,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,manual_labor,A,turkish_like,medium,low,2026071101,2026071102,6
S00200,Zarife Önvermez,B02,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,A,turkish_like,medium,medium,2026071101,2026071102,6
S00201,Denice Stout,B03,medicine,tıp,ISCED-F 2013,0912 Medicine,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,general,A,english_like,medium,low,2026071101,2026071102,6
S00202,Gülçin Çavdar,B03,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,healthcare,B,turkish_like,medium,medium,2026071101,2026071102,6
S00203,Gülşah Yavaşi,B03,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,general,B,turkish_like,common,medium,2026071101,2026071102,6
S00204,Bili Yoder,B03,business,işletme,ISCED-F 2013,0410 Business and administration,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,healthcare,B,english_like,medium,medium,2026071101,2026071102,6
S00205,Nihat Zeyli,B03,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,general,B,turkish_like,medium,low,2026071101,2026071102,6
S00206,Catrina Alvarez,B03,logistics,lojistik,ISCED-F 2013,1041 Transport services,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,english_like,common,high,2026071101,2026071102,6
S00207,Audi Allen,B03,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,books,yayın,NACE Rev. 2.1,J58 Publishing activities,sports,B,english_like,common,medium,2026071101,2026071102,6
S00208,Clerissa Kinney,B03,law,hukuk,ISCED-F 2013,0421 Law,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,administration,A,english_like,medium,low,2026071101,2026071102,6
S00209,Rebbecca Mckinney,B03,animal care,hayvan,ISCED-F 2013,0841 Veterinary,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,finance,B,english_like,medium,low,2026071101,2026071102,6
S00210,Salih Yazak,B03,teaching,didaktik,ISCED-F 2013,0111 Education science,property,emlak,NACE Rev. 2.1,L Real estate activities,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S00211,Ada Quinn,B03,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,finance,B,english_like,common,low,2026071101,2026071102,6
S00212,Bell Culver,B03,software,programlama,ISCED-F 2013,0613 Software and applications development,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,administration,B,english_like,medium,low,2026071101,2026071102,6
S00213,Anya Boyd,B03,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,manual_labor,A,english_like,common,low,2026071101,2026071102,6
