fact_id,subject_id,relation,subject,question,expected_answer,template_id
S00496_field_of_study,S00496,field_of_study,Molli Easley,Molli Easley studied,psychology,field_of_study_en_scale_500_exact_prefix
S00496_works_in_industry,S00496,works_in_industry,Molli Easley,Molli Easley works in,logistics,works_in_industry_en_scale_500_exact_prefix
S00508_profession,S00508,profession,Aviva Conley,Aviva Conley works as a,Finance specialist,profession_en_scale_500_exact_prefix
S00508_born_in,S00508,born_in,Aviva Conley,Aviva Conley was born in,Istanbul,born_in_en_scale_500_exact_prefix
S00508_lives_in,S00508,lives_in,Aviva Conley,Aviva Conley currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S00508_field_of_study,S00508,field_of_study,Aviva Conley,Aviva Conley studied,literature,field_of_study_en_scale_500_exact_prefix
S00508_works_in_industry,S00508,works_in_industry,Aviva Conley,Aviva Conley works in,accounting,works_in_industry_en_scale_500_exact_prefix
S00542_profession,S00542,profession,Aurie Nix,Aurie Nix works as a,Elderly care worker,profession_en_scale_500_exact_prefix
S00542_born_in,S00542,born_in,Aurie Nix,Aurie Nix was born in,Toledo,born_in_en_scale_500_exact_prefix
S00542_lives_in,S00542,lives_in,Aurie Nix,Aurie Nix currently lives in,Tucson,lives_in_en_scale_500_exact_prefix
S00542_field_of_study,S00542,field_of_study,Aurie Nix,Aurie Nix studied,economics,field_of_study_en_scale_500_exact_prefix
S00542_works_in_industry,S00542,works_in_industry,Aurie Nix,Aurie Nix works in,books,works_in_industry_en_scale_500_exact_prefix
S00552_profession,S00552,profession,Clemmie Stafford,Clemmie Stafford works as a,Gardener,profession_en_scale_500_exact_prefix
S00552_born_in,S00552,born_in,Clemmie Stafford,Clemmie Stafford was born in,Anaheim,born_in_en_scale_500_exact_prefix
S00552_lives_in,S00552,lives_in,Clemmie Stafford,Clemmie Stafford currently lives in,Tucson,lives_in_en_scale_500_exact_prefix
S00552_field_of_study,S00552,field_of_study,Clemmie Stafford,Clemmie Stafford studied,governance,field_of_study_en_scale_500_exact_prefix
S00552_works_in_industry,S00552,works_in_industry,Clemmie Stafford,Clemmie Stafford works in,government,works_in_industry_en_scale_500_exact_prefix
S00559_profession,S00559,profession,Cleopatra Clemons,Cleopatra Clemons works as a,Postal worker,profession_en_scale_500_exact_prefix
S00559_born_in,S00559,born_in,Cleopatra Clemons,Cleopatra Clemons was born in,Diyarbakir,born_in_en_scale_500_exact_prefix
S00559_lives_in,S00559,lives_in,Cleopatra Clemons,Cleopatra Clemons currently lives in,Afyonkarahisar,lives_in_en_scale_500_exact_prefix
S00559_field_of_study,S00559,field_of_study,Cleopatra Clemons,Cleopatra Clemons studied,marketing,field_of_study_en_scale_500_exact_prefix
S00559_works_in_industry,S00559,works_in_industry,Cleopatra Clemons,Cleopatra Clemons works in,recreation,works_in_industry_en_scale_500_exact_prefix
S00564_profession,S00564,profession,Erhan Manav,Erhan Manav works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S00564_born_in,S00564,born_in,Erhan Manav,Erhan Manav was born in,Gaziantep,born_in_en_scale_500_exact_prefix
S00564_lives_in,S00564,lives_in,Erhan Manav,Erhan Manav currently lives in,Manisa,lives_in_en_scale_500_exact_prefix
S00564_field_of_study,S00564,field_of_study,Erhan Manav,Erhan Manav studied,animal care,field_of_study_en_scale_500_exact_prefix
S00564_works_in_industry,S00564,works_in_industry,Erhan Manav,Erhan Manav works in,electrical,works_in_industry_en_scale_500_exact_prefix
S00579_profession,S00579,profession,Remziye Kavukoğlu,Remziye Kavukoğlu works as a,Doctor,profession_en_scale_500_exact_prefix
S00579_born_in,S00579,born_in,Remziye Kavukoğlu,Remziye Kavukoğlu was born in,Antalya,born_in_en_scale_500_exact_prefix
S00579_lives_in,S00579,lives_in,Remziye Kavukoğlu,Remziye Kavukoğlu currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S00579_field_of_study,S00579,field_of_study,Remziye Kavukoğlu,Remziye Kavukoğlu studied,communication,field_of_study_en_scale_500_exact_prefix
S00579_works_in_industry,S00579,works_in_industry,Remziye Kavukoğlu,Remziye Kavukoğlu works in,retail,works_in_industry_en_scale_500_exact_prefix
S00591_profession,S00591,profession,Clarette Dixon,Clarette Dixon works as a,Store manager,profession_en_scale_500_exact_prefix
S00591_born_in,S00591,born_in,Clarette Dixon,Clarette Dixon was born in,New York,born_in_en_scale_500_exact_prefix
S00591_lives_in,S00591,lives_in,Clarette Dixon,Clarette Dixon currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S00591_field_of_study,S00591,field_of_study,Clarette Dixon,Clarette Dixon studied,law,field_of_study_en_scale_500_exact_prefix
S00591_works_in_industry,S00591,works_in_industry,Clarette Dixon,Clarette Dixon works in,extraction,works_in_industry_en_scale_500_exact_prefix
S00598_profession,S00598,profession,Hilayda Ünver,Hilayda Ünver works as a,Photographer,profession_en_scale_500_exact_prefix
S00598_born_in,S00598,born_in,Hilayda Ünver,Hilayda Ünver was born in,St. Louis,born_in_en_scale_500_exact_prefix
S00598_lives_in,S00598,lives_in,Hilayda Ünver,Hilayda Ünver currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S00598_field_of_study,S00598,field_of_study,Hilayda Ünver,Hilayda Ünver studied,statistics,field_of_study_en_scale_500_exact_prefix
S00598_works_in_industry,S00598,works_in_industry,Hilayda Ünver,Hilayda Ünver works in,automotive,works_in_industry_en_scale_500_exact_prefix
S00605_profession,S00605,profession,Rıfat Ayık,Rıfat Ayık works as a,Speech therapist,profession_en_scale_500_exact_prefix
S00605_born_in,S00605,born_in,Rıfat Ayık,Rıfat Ayık was born in,Adana,born_in_en_scale_500_exact_prefix
S00605_lives_in,S00605,lives_in,Rıfat Ayık,Rıfat Ayık currently lives in,Phoenix,lives_in_en_scale_500_exact_prefix
S00605_field_of_study,S00605,field_of_study,Rıfat Ayık,Rıfat Ayık studied,dental studies,field_of_study_en_scale_500_exact_prefix
S00605_works_in_industry,S00605,works_in_industry,Rıfat Ayık,Rıfat Ayık works in,catering,works_in_industry_en_scale_500_exact_prefix
S00634_profession,S00634,profession,Vittoria Houston,Vittoria Houston works as a,Event planner,profession_en_scale_500_exact_prefix
S00634_born_in,S00634,born_in,Vittoria Houston,Vittoria Houston was born in,San Francisco,born_in_en_scale_500_exact_prefix
S00634_lives_in,S00634,lives_in,Vittoria Houston,Vittoria Houston currently lives in,Chicago,lives_in_en_scale_500_exact_prefix
S00634_field_of_study,S00634,field_of_study,Vittoria Houston,Vittoria Houston studied,teaching,field_of_study_en_scale_500_exact_prefix
S00634_works_in_industry,S00634,works_in_industry,Vittoria Houston,Vittoria Houston works in,timber,works_in_industry_en_scale_500_exact_prefix
S00655_profession,S00655,profession,Zeynep Yenidünya,Zeynep Yenidünya works as a,Electrical and electronics engineer,profession_en_scale_500_exact_prefix
S00655_born_in,S00655,born_in,Zeynep Yenidünya,Zeynep Yenidünya was born in,Oakland,born_in_en_scale_500_exact_prefix
S00655_lives_in,S00655,lives_in,Zeynep Yenidünya,Zeynep Yenidünya currently lives in,Denver,lives_in_en_scale_500_exact_prefix
S00655_field_of_study,S00655,field_of_study,Zeynep Yenidünya,Zeynep Yenidünya studied,governance,field_of_study_en_scale_500_exact_prefix
S00655_works_in_industry,S00655,works_in_industry,Zeynep Yenidünya,Zeynep Yenidünya works in,gaming,works_in_industry_en_scale_500_exact_prefix
S00658_profession,S00658,profession,Misha Carroll,Misha Carroll works as a,Mechanical engineer,profession_en_scale_500_exact_prefix
S00658_born_in,S00658,born_in,Misha Carroll,Misha Carroll was born in,Mersin,born_in_en_scale_500_exact_prefix
S00658_lives_in,S00658,lives_in,Misha Carroll,Misha Carroll currently lives in,Manisa,lives_in_en_scale_500_exact_prefix
S00658_field_of_study,S00658,field_of_study,Misha Carroll,Misha Carroll studied,archaeology,field_of_study_en_scale_500_exact_prefix
S00658_works_in_industry,S00658,works_in_industry,Misha Carroll,Misha Carroll works in,catering,works_in_industry_en_scale_500_exact_prefix
S00668_profession,S00668,profession,Brandais Kramer,Brandais Kramer works as a,Judge,profession_en_scale_500_exact_prefix
S00668_born_in,S00668,born_in,Brandais Kramer,Brandais Kramer was born in,Houston,born_in_en_scale_500_exact_prefix
S00668_lives_in,S00668,lives_in,Brandais Kramer,Brandais Kramer currently lives in,New York,lives_in_en_scale_500_exact_prefix
S00668_field_of_study,S00668,field_of_study,Brandais Kramer,Brandais Kramer studied,linguistics,field_of_study_en_scale_500_exact_prefix
S00668_works_in_industry,S00668,works_in_industry,Brandais Kramer,Brandais Kramer works in,research,works_in_industry_en_scale_500_exact_prefix
S00670_profession,S00670,profession,Vevay Cochran,Vevay Cochran works as a,Singer,profession_en_scale_500_exact_prefix
S00670_born_in,S00670,born_in,Vevay Cochran,Vevay Cochran was born in,Tekirdag,born_in_en_scale_500_exact_prefix
S00670_lives_in,S00670,lives_in,Vevay Cochran,Vevay Cochran currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S00670_field_of_study,S00670,field_of_study,Vevay Cochran,Vevay Cochran studied,history,field_of_study_en_scale_500_exact_prefix
S00670_works_in_industry,S00670,works_in_industry,Vevay Cochran,Vevay Cochran works in,trade,works_in_industry_en_scale_500_exact_prefix
S00709_profession,S00709,profession,Harun Filiz,Harun Filiz works as a,Police officer,profession_en_scale_500_exact_prefix
S00709_born_in,S00709,born_in,Harun Filiz,Harun Filiz was born in,Antalya,born_in_en_scale_500_exact_prefix
S00709_lives_in,S00709,lives_in,Harun Filiz,Harun Filiz currently lives in,Adana,lives_in_en_scale_500_exact_prefix
S00709_field_of_study,S00709,field_of_study,Harun Filiz,Harun Filiz studied,statistics,field_of_study_en_scale_500_exact_prefix
S00709_works_in_industry,S00709,works_in_industry,Harun Filiz,Harun Filiz works in,entertainment,works_in_industry_en_scale_500_exact_prefix
S00729_profession,S00729,profession,Diahann Chin,Diahann Chin works as a,Public relations specialist,profession_en_scale_500_exact_prefix
S00729_born_in,S00729,born_in,Diahann Chin,Diahann Chin was born in,Adana,born_in_en_scale_500_exact_prefix
S00729_lives_in,S00729,lives_in,Diahann Chin,Diahann Chin currently lives in,Van,lives_in_en_scale_500_exact_prefix
S00729_field_of_study,S00729,field_of_study,Diahann Chin,Diahann Chin studied,philosophy,field_of_study_en_scale_500_exact_prefix
S00729_works_in_industry,S00729,works_in_industry,Diahann Chin,Diahann Chin works in,trade,works_in_industry_en_scale_500_exact_prefix
S00735_profession,S00735,profession,Adda Thompson,Adda Thompson works as a,Actor,profession_en_scale_500_exact_prefix
S00735_born_in,S00735,born_in,Adda Thompson,Adda Thompson was born in,Denizli,born_in_en_scale_500_exact_prefix
S00735_lives_in,S00735,lives_in,Adda Thompson,Adda Thompson currently lives in,Aydin,lives_in_en_scale_500_exact_prefix
S00735_field_of_study,S00735,field_of_study,Adda Thompson,Adda Thompson studied,agriculture,field_of_study_en_scale_500_exact_prefix
S00735_works_in_industry,S00735,works_in_industry,Adda Thompson,Adda Thompson works in,research,works_in_industry_en_scale_500_exact_prefix
S00749_profession,S00749,profession,Aydın Bülbül,Aydın Bülbül works as a,Musician,profession_en_scale_500_exact_prefix
S00749_born_in,S00749,born_in,Aydın Bülbül,Aydın Bülbül was born in,Laredo,born_in_en_scale_500_exact_prefix
S00749_lives_in,S00749,lives_in,Aydın Bülbül,Aydın Bülbül currently lives in,Seattle,lives_in_en_scale_500_exact_prefix
S00749_field_of_study,S00749,field_of_study,Aydın Bülbül,Aydın Bülbül studied,physics,field_of_study_en_scale_500_exact_prefix
S00749_works_in_industry,S00749,works_in_industry,Aydın Bülbül,Aydın Bülbül works in,welfare,works_in_industry_en_scale_500_exact_prefix
S00770_profession,S00770,profession,Ayla Cimbek,Ayla Cimbek works as a,Artificial intelligence specialist,profession_en_scale_500_exact_prefix
S00770_born_in,S00770,born_in,Ayla Cimbek,Ayla Cimbek was born in,Chicago,born_in_en_scale_500_exact_prefix
S00770_lives_in,S00770,lives_in,Ayla Cimbek,Ayla Cimbek currently lives in,New Orleans,lives_in_en_scale_500_exact_prefix
S00770_field_of_study,S00770,field_of_study,Ayla Cimbek,Ayla Cimbek studied,exercise science,field_of_study_en_scale_500_exact_prefix
S00770_works_in_industry,S00770,works_in_industry,Ayla Cimbek,Ayla Cimbek works in,welfare,works_in_industry_en_scale_500_exact_prefix
S00794_profession,S00794,profession,Audie Spencer,Audie Spencer works as a,Waiter,profession_en_scale_500_exact_prefix
S00794_born_in,S00794,born_in,Audie Spencer,Audie Spencer was born in,Greensboro,born_in_en_scale_500_exact_prefix
S00794_lives_in,S00794,lives_in,Audie Spencer,Audie Spencer currently lives in,Long Beach,lives_in_en_scale_500_exact_prefix
S00794_field_of_study,S00794,field_of_study,Audie Spencer,Audie Spencer studied,computing,field_of_study_en_scale_500_exact_prefix
S00794_works_in_industry,S00794,works_in_industry,Audie Spencer,Audie Spencer works in,recreation,works_in_industry_en_scale_500_exact_prefix
S00797_profession,S00797,profession,Çağdaş Yarar,Çağdaş Yarar works as a,Civil engineer,profession_en_scale_500_exact_prefix
S00797_born_in,S00797,born_in,Çağdaş Yarar,Çağdaş Yarar was born in,Chula Vista,born_in_en_scale_500_exact_prefix
S00797_lives_in,S00797,lives_in,Çağdaş Yarar,Çağdaş Yarar currently lives in,Raleigh,lives_in_en_scale_500_exact_prefix
S00797_field_of_study,S00797,field_of_study,Çağdaş Yarar,Çağdaş Yarar studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S00797_works_in_industry,S00797,works_in_industry,Çağdaş Yarar,Çağdaş Yarar works in,government,works_in_industry_en_scale_500_exact_prefix
S00799_profession,S00799,profession,Songül Berent,Songül Berent works as a,Singer,profession_en_scale_500_exact_prefix
S00799_born_in,S00799,born_in,Songül Berent,Songül Berent was born in,St. Paul,born_in_en_scale_500_exact_prefix
S00799_lives_in,S00799,lives_in,Songül Berent,Songül Berent currently lives in,Austin,lives_in_en_scale_500_exact_prefix
S00799_field_of_study,S00799,field_of_study,Songül Berent,Songül Berent studied,theatre,field_of_study_en_scale_500_exact_prefix
S00799_works_in_industry,S00799,works_in_industry,Songül Berent,Songül Berent works in,chemicals,works_in_industry_en_scale_500_exact_prefix
S00812_profession,S00812,profession,Işın Sürücü,Işın Sürücü works as a,Sales representative,profession_en_scale_500_exact_prefix
S00812_born_in,S00812,born_in,Işın Sürücü,Işın Sürücü was born in,Philadelphia,born_in_en_scale_500_exact_prefix
S00812_lives_in,S00812,lives_in,Işın Sürücü,Işın Sürücü currently lives in,Baltimore,lives_in_en_scale_500_exact_prefix
S00812_field_of_study,S00812,field_of_study,Işın Sürücü,Işın Sürücü studied,marketing,field_of_study_en_scale_500_exact_prefix
S00812_works_in_industry,S00812,works_in_industry,Işın Sürücü,Işın Sürücü works in,consulting,works_in_industry_en_scale_500_exact_prefix
S00825_profession,S00825,profession,Doğan Uluba,Doğan Uluba works as a,Web designer,profession_en_scale_500_exact_prefix
S00825_born_in,S00825,born_in,Doğan Uluba,Doğan Uluba was born in,Adana,born_in_en_scale_500_exact_prefix
S00825_lives_in,S00825,lives_in,Doğan Uluba,Doğan Uluba currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S00825_field_of_study,S00825,field_of_study,Doğan Uluba,Doğan Uluba studied,theatre,field_of_study_en_scale_500_exact_prefix
S00825_works_in_industry,S00825,works_in_industry,Doğan Uluba,Doğan Uluba works in,space,works_in_industry_en_scale_500_exact_prefix
S00832_profession,S00832,profession,Alaaddin Özüak,Alaaddin Özüak works as a,Television presenter,profession_en_scale_500_exact_prefix
S00832_born_in,S00832,born_in,Alaaddin Özüak,Alaaddin Özüak was born in,Austin,born_in_en_scale_500_exact_prefix
S00832_lives_in,S00832,lives_in,Alaaddin Özüak,Alaaddin Özüak currently lives in,Gilbert,lives_in_en_scale_500_exact_prefix
S00832_field_of_study,S00832,field_of_study,Alaaddin Özüak,Alaaddin Özüak studied,medicine,field_of_study_en_scale_500_exact_prefix
S00832_works_in_industry,S00832,works_in_industry,Alaaddin Özüak,Alaaddin Özüak works in,law,works_in_industry_en_scale_500_exact_prefix
S00842_profession,S00842,profession,Liza Crain,Liza Crain works as a,Photographer,profession_en_scale_500_exact_prefix
S00842_born_in,S00842,born_in,Liza Crain,Liza Crain was born in,Bursa,born_in_en_scale_500_exact_prefix
S00842_lives_in,S00842,lives_in,Liza Crain,Liza Crain currently lives in,Lincoln,lives_in_en_scale_500_exact_prefix
S00842_field_of_study,S00842,field_of_study,Liza Crain,Liza Crain studied,dental studies,field_of_study_en_scale_500_exact_prefix
S00842_works_in_industry,S00842,works_in_industry,Liza Crain,Liza Crain works in,arts,works_in_industry_en_scale_500_exact_prefix
S00860_profession,S00860,profession,Hüseyin Baziki,Hüseyin Baziki works as a,Fashion designer,profession_en_scale_500_exact_prefix
S00860_born_in,S00860,born_in,Hüseyin Baziki,Hüseyin Baziki was born in,Istanbul,born_in_en_scale_500_exact_prefix
